gridSize.x,gridSize.y,numberOfEndCondition,numberOfRounds,inicialNumberOfGimbaza,inicialNumberOfLicbaza,inicialNumberOfUczelnia,inicialNumberOfPiwo,inicialNumberOfEgzamin,inicialNumberOfPodbus,inicialNumberOfGimbus,inicialNumberOfPatus,inicialNumberOfLicbus,inicialNumberStudent,inicialNumberOfDebil,finNumberOfPodbus,finNumberOfGimbus,finNumberOfPatus,finNumberOfLicbus,finNumberStudent,finNumberOfDebil,finNumberOfPiwo,finNumberOfEgzamin
100,100,1,372,3,2,1,0, 0, 900,0,0,0,0,0,196,25,127,203,1,0,461,466
100,100,1,343,3,2,1,0, 0, 900,0,0,0,0,0,276,26,184,103,1,0,472,327
100,100,1,456,3,2,1,0, 0, 900,0,0,0,0,0,140,31,162,253,1,0,593,485
100,100,1,478,3,2,1,0, 0, 900,0,0,0,0,0,135,30,73,306,1,0,359,777
100,100,1,251,3,2,1,0, 0, 900,0,0,0,0,0,375,31,195,41,1,0,487,87
100,100,1,264,3,2,1,0, 0, 900,0,0,0,0,0,338,33,269,20,2,0,701,22
100,100,1,543,3,2,1,0, 0, 900,0,0,0,0,0,145,29,360,19,1,0,1070,51
100,100,1,413,3,2,1,0, 0, 900,0,0,0,0,0,183,27,57,298,1,1,279,722
100,100,1,454,3,2,1,0, 0, 900,0,0,0,0,0,170,21,141,217,1,0,411,676
100,100,1,453,3,2,1,0, 0, 900,0,0,0,0,0,168,21,137,226,1,0,433,619
100,100,1,67,3,2,1,0, 0, 900,0,0,0,0,0,677,21,97,2,1,0,139,1
100,100,1,379,3,2,1,0, 0, 900,0,0,0,0,0,230,20,93,256,1,0,390,569
100,100,1,251,3,2,1,0, 0, 900,0,0,0,0,0,335,20,149,95,2,0,461,193
100,100,1,317,3,2,1,0, 0, 900,0,0,0,0,0,307,34,154,115,1,0,418,311
100,100,1,406,3,2,1,0, 0, 900,0,0,0,0,0,176,25,82,283,1,0,357,661
100,100,1,508,3,2,1,0, 0, 900,0,0,0,0,0,123,25,157,230,1,0,618,550
100,100,1,437,3,2,1,0, 0, 900,0,0,0,0,0,168,29,196,159,1,0,544,514
100,100,5,600,3,2,1,0, 0, 900,0,0,0,0,0,108,27,254,148,0,0,869,420
100,100,1,491,3,2,1,0, 0, 900,0,0,0,0,0,153,21,284,127,1,0,919,262
100,100,1,387,3,2,1,0, 0, 900,0,0,0,0,0,196,22,270,96,1,0,826,150
100,100,1,56,3,2,1,0, 0, 900,0,0,0,0,0,726,20,64,10,1,1,106,12
100,100,1,228,3,2,1,0, 0, 900,0,0,0,0,0,390,29,148,114,1,0,412,246
100,100,1,453,3,2,1,0, 0, 900,0,0,0,0,0,142,22,247,113,1,0,701,369
100,100,1,389,3,2,1,0, 0, 900,0,0,0,0,0,185,18,206,147,1,0,633,389
100,100,1,343,3,2,1,0, 0, 900,0,0,0,0,0,266,36,127,206,1,0,417,439
100,100,5,600,3,2,1,0, 0, 900,0,0,0,0,0,93,26,211,183,0,0,866,357
100,100,1,412,3,2,1,0, 0, 900,0,0,0,0,0,173,21,100,273,1,0,344,632
100,100,1,323,3,2,1,0, 0, 900,0,0,0,0,0,266,27,287,19,1,0,742,43
100,100,1,540,3,2,1,0, 0, 900,0,0,0,0,0,102,27,85,285,1,0,364,818
100,100,1,87,3,2,1,0, 0, 900,0,0,0,0,0,664,27,108,0,1,0,163,0
100,100,1,455,3,2,1,0, 0, 900,0,0,0,0,0,140,25,132,252,2,1,497,666
100,100,1,531,3,2,1,0, 0, 900,0,0,0,0,0,117,23,136,288,1,0,340,855
100,100,1,278,3,2,1,0, 0, 900,0,0,0,0,0,325,24,221,57,1,0,613,76
100,100,1,434,3,2,1,0, 0, 900,0,0,0,0,0,164,22,90,323,1,0,247,841
100,100,1,227,3,2,1,0, 0, 900,0,0,0,0,0,367,22,223,45,1,0,571,81
